Date,Open,High,Low,Close
9-January-2015,1574.00,1577.73,1520.36,1531.95,
12-January-2015,1533.64,1541.47,1524.92,1531.50,
13-January-2015,1533.74,1536.56,1501.31,1503.10,
14-January-2015,1500.46,1514.22,1490.08,1492.18,
15-January-2015,1530.46,1622.25,1525.78,1611.43,
16-January-2015,1614.35,1654.66,1592.03,1619.87,
19-January-2015,1630.00,1644.85,1617.08,1623.89,
20-January-2015,1628.26,1647.97,1618.76,1643.38,
21-January-2015,1645.77,1652.32,1626.60,1639.74,
22-January-2015,1642.50,1661.36,1631.47,1648.66,
23-January-2015,1665.16,1683.93,1643.97,1672.99,
27-January-2015,1678.94,1701.12,1668.82,1690.25,
28-January-2015,1685.14,1727.21,1676.59,1718.83,
29-January-2015,1716.42,1787.19,1713.20,1772.81,
30-January-2015,1783.02,1839.95,1779.49,1811.36,
2-February-2015,1817.84,1834.82,1806.32,1815.68,
3-February-2015,1819.41,1826.69,1782.03,1789.80,
4-February-2015,1793.93,1847.28,1771.03,1807.19,
5-February-2015,1806.54,1819.52,1745.95,1757.69,
6-February-2015,1760.18,1779.83,1729.29,1746.32,
9-February-2015,1728.76,1733.75,1693.10,1698.69,
10-February-2015,1679.14,1717.69,1662.85,1702.73,
11-February-2015,1702.38,1722.74,1697.13,1715.53,
12-February-2015,1720.70,1749.12,1720.70,1737.53,
13-February-2015,1745.31,1771.68,1715.91,1721.09,
16-February-2015,1738.01,1764.48,1728.94,1737.76,
18-February-2015,1747.90,1764.29,1725.88,1730.95,
19-February-2015,1740.96,1755.07,1716.66,1749.23,
20-February-2015,1756.88,1783.71,1752.76,1765.18,
23-February-2015,1771.89,1775.70,1733.88,1741.83,
24-February-2015,1749.27,1776.46,1744.41,1751.60,
25-February-2015,1759.99,1774.84,1751.38,1757.75,
26-February-2015,1758.80,1774.78,1743.89,1763.56,
27-February-2015,1759.86,1842.30,1758.51,1838.53,
28-February-2015,1854.27,1893.96,1789.69,1821.92,
2-March-2015,1832.58,1844.56,1786.03,1816.54,
3-March-2015,1823.32,1829.82,1790.76,1794.95,
4-March-2015,1828.16,1848.56,1783.62,1795.23,
5-March-2015,1797.92,1807.20,1776.39,1794.95,
9-March-2015,1791.95,1792.78,1740.10,1748.57,
10-March-2015,1755.71,1761.24,1707.68,1716.63,
11-March-2015,1722.47,1731.07,1692.01,1723.81,
12-March-2015,1729.42,1753.56,1727.98,1750.21,
13-March-2015,1762.52,1780.98,1724.72,1739.20,
16-March-2015,1754.23,1763.02,1731.53,1759.20,
17-March-2015,1765.44,1777.37,1756.08,1766.95,
18-March-2015,1772.62,1777.47,1758.09,1769.47,
19-March-2015,1782.86,1791.14,1739.43,1742.99,
20-March-2015,1740.27,1747.08,1670.71,1677.74,
23-March-2015,1679.88,1686.54,1650.28,1676.60,
24-March-2015,1672.08,1688.86,1661.59,1669.90,
25-March-2015,1668.93,1680.96,1660.70,1666.62,
26-March-2015,1659.35,1667.68,1637.03,1642.03,
27-March-2015,1644.88,1653.17,1598.38,1630.54,
30-March-2015,1636.23,1669.52,1632.36,1666.31,
31-March-2015,1673.55,1678.75,1656.08,1664.51,
1-April-2015,1658.83,1701.32,1655.41,1691.50,
6-April-2015,1695.35,1805.43,1688.18,1800.22,
7-April-2015,1808.69,1811.20,1754.20,1771.05,
8-April-2015,1774.20,1826.01,1767.05,1791.04,
9-April-2015,1796.69,1806.75,1761.45,1774.12,
10-April-2015,1776.76,1803.33,1771.82,1787.30,
13-April-2015,1792.78,1810.76,1779.23,1783.29,
15-April-2015,1785.67,1789.06,1751.24,1758.92,
16-April-2015,1763.10,1764.01,1711.44,1718.46,
17-April-2015,1717.19,1726.96,1699.96,1704.10,
20-April-2015,1708.19,1711.87,1636.81,1656.78,
21-April-2015,1659.02,1675.92,1644.80,1650.60,
22-April-2015,1653.51,1670.37,1622.61,1650.07,
23-April-2015,1658.77,1671.28,1630.82,1636.02,
24-April-2015,1637.42,1640.09,1566.65,1573.07,
27-April-2015,1578.68,1579.00,1503.79,1510.77,
28-April-2015,1509.26,1538.88,1497.51,1535.00,
29-April-2015,1534.72,1555.02,1533.94,1549.13,
30-April-2015,1550.00,1587.54,1532.95,1573.06,
4-May-2015,1593.40,1617.65,1593.40,1612.47,
5-May-2015,1619.37,1637.09,1610.02,1627.40,
6-May-2015,1622.12,1623.91,1556.77,1561.69,
7-May-2015,1562.15,1565.31,1517.14,1527.30,
8-May-2015,1538.48,1605.82,1538.47,1589.28,
11-May-2015,1597.09,1630.12,1595.13,1603.52,
12-May-2015,1602.80,1604.40,1547.23,1550.62,
13-May-2015,1556.30,1571.84,1532.13,1545.29,
14-May-2015,1546.88,1566.62,1526.06,1561.81,
15-May-2015,1564.11,1573.09,1528.19,1541.10,
18-May-2015,1544.74,1549.00,1530.49,1537.95,
19-May-2015,1539.76,1556.72,1536.27,1545.21,
20-May-2015,1551.93,1561.08,1542.55,1546.67,
21-May-2015,1547.18,1563.85,1543.50,1561.50,
22-May-2015,1568.52,1575.19,1551.77,1557.54,
25-May-2015,1558.32,1564.40,1546.40,1550.53,
26-May-2015,1553.49,1555.24,1533.84,1537.22,
27-May-2015,1532.53,1551.01,1521.20,1541.92,
28-May-2015,1543.27,1551.02,1524.31,1539.67,
29-May-2015,1542.28,1565.39,1528.96,1537.68,
1-June-2015,1537.54,1569.95,1536.10,1562.41,
2-June-2015,1566.66,1568.05,1497.19,1502.52,
3-June-2015,1507.47,1509.42,1348.78,1419.24,
4-June-2015,1427.10,1442.23,1388.84,1430.88,
5-June-2015,1422.21,1430.89,1406.32,1410.28,
8-June-2015,1412.97,1415.04,1387.66,1396.49,
9-June-2015,1390.89,1395.91,1370.09,1374.99,
10-June-2015,1382.71,1404.48,1374.23,1384.23,
11-June-2015,1394.81,1407.22,1353.04,1357.06,
12-June-2015,1357.00,1361.54,1328.99,1354.12,
15-June-2015,1358.44,1371.65,1350.08,1357.11,
16-June-2015,1360.71,1364.42,1340.41,1360.08,
17-June-2015,1365.23,1376.24,1360.67,1365.26,
18-June-2015,1367.79,1376.19,1358.23,1362.40,
19-June-2015,1366.49,1373.52,1349.31,1352.14,
22-June-2015,1366.11,1427.44,1366.11,1420.38,
23-June-2015,1431.26,1437.79,1416.79,1425.05,
24-June-2015,1427.40,1434.42,1406.50,1411.84,
25-June-2015,1407.05,1431.47,1402.70,1426.68,
26-June-2015,1428.40,1463.09,1405.72,1440.07,
29-June-2015,1409.67,1416.70,1388.34,1408.00,
30-June-2015,1404.64,1421.80,1404.53,1413.26,
1-July-2015,1418.01,1439.97,1417.88,1434.22,
2-July-2015,1436.72,1452.62,1428.26,1431.55,
3-July-2015,1429.80,1445.00,1420.91,1423.81,
6-July-2015,1414.02,1436.98,1398.55,1434.37,
7-July-2015,1436.64,1458.97,1435.99,1447.14,
8-July-2015,1439.09,1442.72,1415.67,1421.38,
9-July-2015,1422.46,1432.52,1416.76,1419.06,
10-July-2015,1427.60,1430.99,1402.60,1407.59,
13-July-2015,1410.84,1419.48,1400.99,1417.73,
14-July-2015,1420.49,1427.52,1406.60,1409.81,
15-July-2015,1417.21,1431.29,1414.25,1417.10,
16-July-2015,1424.07,1426.85,1415.60,1418.67,
17-July-2015,1420.59,1424.92,1407.96,1411.58,
20-July-2015,1420.51,1421.45,1380.23,1384.45,
21-July-2015,1386.81,1388.25,1352.53,1354.54,
22-July-2015,1353.30,1369.24,1350.26,1365.40,
23-July-2015,1368.31,1382.15,1361.94,1370.34,
24-July-2015,1370.53,1375.65,1349.41,1352.24,
27-July-2015,1349.64,1349.93,1319.33,1323.33,
28-July-2015,1325.79,1329.08,1283.89,1287.28,
29-July-2015,1291.26,1313.37,1277.15,1303.01,
30-July-2015,1309.90,1352.74,1305.57,1348.35,
31-July-2015,1349.93,1399.96,1348.04,1387.35,
3-August-2015,1388.52,1409.83,1384.64,1391.64,
4-August-2015,1399.91,1404.36,1375.04,1389.15,
5-August-2015,1395.24,1452.68,1393.20,1435.20,
6-August-2015,1439.69,1455.35,1429.66,1441.96,
7-August-2015,1440.40,1447.71,1424.66,1437.20,
10-August-2015,1440.86,1470.50,1438.06,1449.07,
11-August-2015,1454.77,1465.78,1418.48,1424.63,
12-August-2015,1416.23,1417.12,1342.91,1347.43,
13-August-2015,1350.30,1376.89,1314.46,1328.04,
14-August-2015,1338.68,1434.64,1326.41,1429.03,
17-August-2015,1431.94,1432.10,1392.78,1410.76,
18-August-2015,1413.64,1421.36,1387.61,1406.31,
19-August-2015,1412.43,1421.44,1389.23,1392.05,
20-August-2015,1389.57,1395.85,1326.21,1334.52,
21-August-2015,1317.06,1328.82,1288.53,1300.48,
24-August-2015,1249.26,1249.26,1147.31,1158.36,
25-August-2015,1173.86,1243.95,1142.72,1236.88,
26-August-2015,1232.78,1256.41,1208.42,1234.38,
27-August-2015,1253.96,1287.64,1248.88,1284.00,
28-August-2015,1300.51,1318.66,1265.20,1277.73,
31-August-2015,1277.19,1285.27,1254.60,1260.66,
1-September-2015,1248.34,1258.88,1211.23,1220.73,
2-September-2015,1227.62,1253.49,1225.22,1229.15,
3-September-2015,1240.14,1297.30,1240.14,1285.04,
4-September-2015,1280.97,1280.97,1213.36,1242.32,
7-September-2015,1246.73,1258.43,1217.41,1220.62,
8-September-2015,1227.83,1268.30,1212.27,1252.70,
9-September-2015,1271.85,1300.17,1269.72,1287.26,
10-September-2015,1273.02,1289.12,1247.20,1279.47,
11-September-2015,1286.35,1303.08,1282.88,1288.86,
14-September-2015,1289.76,1313.52,1287.68,1309.70,
15-September-2015,1308.32,1327.69,1295.25,1300.95,
16-September-2015,1313.93,1318.14,1291.29,1295.88,
18-September-2015,1311.96,1354.90,1311.58,1336.79,
21-September-2015,1330.51,1346.17,1317.64,1340.71,
22-September-2015,1346.34,1353.08,1299.65,1306.62,
23-September-2015,1299.30,1323.35,1292.87,1320.48,
24-September-2015,1323.09,1335.18,1319.62,1328.25,
28-September-2015,1329.69,1367.05,1323.57,1341.88,
29-September-2015,1328.54,1386.21,1311.98,1368.55,
30-September-2015,1382.74,1404.28,1381.65,1396.60,
1-October-2015,1407.61,1409.69,1366.43,1371.19,
5-October-2015,1379.25,1395.91,1378.72,1386.78,
6-October-2015,1389.77,1410.97,1389.77,1398.79,
7-October-2015,1397.68,1438.08,1394.01,1425.32,
8-October-2015,1430.51,1435.94,1409.07,1418.06,
9-October-2015,1434.66,1441.17,1414.34,1418.57,
12-October-2015,1421.66,1433.11,1404.42,1413.52,
13-October-2015,1414.25,1436.23,1412.39,1432.03,
14-October-2015,1433.00,1448.20,1425.79,1429.80,
15-October-2015,1437.11,1454.64,1433.74,1442.59,
16-October-2015,1431.41,1438.89,1415.51,1422.71,
19-October-2015,1426.02,1463.07,1425.71,1459.27,
20-October-2015,1461.49,1469.28,1440.42,1449.61,
21-October-2015,1451.68,1457.36,1415.62,1423.62,
23-October-2015,1434.05,1444.17,1422.28,1424.07,
26-October-2015,1428.46,1432.38,1410.67,1414.26,
27-October-2015,1409.37,1419.20,1404.30,1414.08,
28-October-2015,1410.85,1413.42,1390.77,1396.56,
29-October-2015,1399.86,1412.10,1387.95,1390.95,
30-October-2015,1394.62,1409.61,1368.72,1371.63,
2-November-2015,1369.88,1388.45,1363.49,1384.15,
3-November-2015,1390.71,1397.00,1378.24,1382.51,
4-November-2015,1399.10,1406.02,1377.71,1380.96,
5-November-2015,1377.51,1383.06,1339.33,1344.66,
6-November-2015,1349.07,1355.69,1341.41,1345.08,
9-November-2015,1309.97,1323.80,1300.30,1315.43,
10-November-2015,1318.05,1320.28,1278.97,1283.57,
11-November-2015,1301.98,1315.89,1299.77,1311.35,
13-November-2015,1305.88,1310.26,1290.68,1294.13,
16-November-2015,1291.29,1301.65,1282.33,1293.88,
17-November-2015,1298.96,1312.02,1286.95,1290.40,
18-November-2015,1291.68,1302.68,1273.55,1277.95,
19-November-2015,1284.45,1291.57,1275.28,1278.59,
20-November-2015,1279.65,1288.79,1273.00,1275.22,
23-November-2015,1275.86,1293.86,1275.13,1286.13,
24-November-2015,1287.30,1308.65,1286.08,1302.74,
26-November-2015,1309.00,1342.09,1307.91,1326.14,
27-November-2015,1332.51,1345.47,1321.92,1331.00,
30-November-2015,1332.76,1348.80,1332.32,1343.89,
1-December-2015,1347.66,1354.89,1342.68,1347.58,
2-December-2015,1348.85,1354.56,1342.87,1349.04,
3-December-2015,1348.23,1366.26,1344.49,1353.98,
4-December-2015,1346.99,1349.27,1334.03,1335.65,
7-December-2015,1338.55,1349.94,1337.44,1342.38,
8-December-2015,1338.18,1346.10,1285.54,1292.89,
9-December-2015,1293.73,1296.65,1262.36,1278.35,
10-December-2015,1287.89,1301.17,1282.95,1299.23,
11-December-2015,1299.73,1301.05,1259.86,1266.44,
14-December-2015,1263.39,1273.27,1252.92,1264.09,
15-December-2015,1270.83,1278.69,1262.87,1275.84,
16-December-2015,1282.20,1305.65,1278.76,1287.62,
17-December-2015,1293.53,1307.30,1292.22,1304.33,
18-December-2015,1299.93,1316.34,1298.07,1305.22,
21-December-2015,1303.60,1327.77,1303.37,1323.20,
22-December-2015,1334.80,1344.19,1317.05,1319.12,
23-December-2015,1326.63,1338.74,1325.22,1335.26,
24-December-2015,1337.45,1342.52,1330.80,1332.18,
28-December-2015,1334.71,1343.20,1332.08,1338.91,
29-December-2015,1339.91,1348.64,1323.98,1326.54,
30-December-2015,1330.24,1333.51,1322.05,1324.22,
31-December-2015,1325.77,1350.43,1323.59,1344.33,
1-January-2016,1345.84,1372.58,1343.60,1371.11,
4-January-2016,1370.15,1387.36,1340.02,1343.23,
5-January-2016,1348.85,1368.36,1345.31,1361.89,
6-January-2016,1373.67,1376.35,1344.19,1350.29,
7-January-2016,1341.19,1341.19,1285.22,1289.54,
8-January-2016,1295.27,1331.67,1295.27,1319.32,
11-January-2016,1305.98,1335.13,1291.75,1322.64,
12-January-2016,1323.30,1330.14,1295.88,1302.62,
13-January-2016,1311.42,1325.92,1258.22,1289.06,
14-January-2016,1272.53,1284.67,1252.24,1270.27,
15-January-2016,1277.05,1284.16,1210.51,1216.92,
18-January-2016,1219.45,1223.46,1175.77,1178.47,
19-January-2016,1179.95,1203.91,1172.32,1198.10,
20-January-2016,1186.59,1187.27,1139.24,1156.25,
21-January-2016,1168.81,1177.21,1145.64,1161.99,
22-January-2016,1171.91,1194.17,1171.91,1183.61,
25-January-2016,1187.45,1201.56,1182.84,1189.49,
27-January-2016,1195.04,1208.96,1190.97,1202.37,
28-January-2016,1202.91,1205.49,1187.57,1198.93,
29-January-2016,1199.41,1217.79,1187.76,1208.95,
1-February-2016,1211.25,1218.80,1204.51,1211.47,
2-February-2016,1212.43,1218.90,1187.10,1190.75,
3-February-2016,1187.38,1188.06,1155.57,1159.42,
4-February-2016,1166.73,1173.75,1148.92,1155.94,
5-February-2016,1156.53,1173.83,1150.51,1167.90,
8-February-2016,1167.11,1201.00,1163.97,1172.21,
9-February-2016,1162.47,1169.51,1150.58,1154.65,
10-February-2016,1152.93,1152.93,1107.67,1114.75,
11-February-2016,1112.66,1113.62,1040.15,1048.54,
12-February-2016,1056.95,1059.23,1000.08,1035.31,
15-February-2016,1044.63,1106.08,1044.63,1099.14,
16-February-2016,1108.17,1114.22,1060.79,1065.80,
17-February-2016,1063.20,1077.29,1042.91,1071.85,
18-February-2016,1079.09,1093.78,1060.20,1075.96,
19-February-2016,1076.33,1091.28,1067.99,1076.99,
22-February-2016,1079.76,1090.07,1079.32,1084.69,
23-February-2016,1085.24,1086.42,1055.04,1057.68,
24-February-2016,1054.35,1063.72,1048.99,1053.67,
25-February-2016,1057.20,1059.24,1029.14,1033.09,
26-February-2016,1040.42,1051.56,1030.07,1048.26,
29-February-2016,1051.32,1072.59,1032.86,1051.08,
1-March-2016,1053.46,1098.26,1052.94,1095.38,
2-March-2016,1108.86,1163.85,1108.83,1150.71,
3-March-2016,1158.75,1162.70,1150.23,1155.53,
4-March-2016,1152.31,1177.82,1149.40,1167.09,
8-March-2016,1163.61,1188.00,1162.44,1177.65,
9-March-2016,1175.76,1204.81,1170.75,1195.42,
10-March-2016,1199.61,1208.87,1178.66,1183.00,
11-March-2016,1178.05,1222.01,1173.57,1179.45,
14-March-2016,1186.32,1196.69,1169.02,1175.72,
15-March-2016,1182.02,1188.11,1172.43,1174.65,
16-March-2016,1179.58,1190.93,1159.50,1173.37,
17-March-2016,1178.49,1185.41,1159.00,1162.30,
18-March-2016,1170.97,1184.09,1164.23,1180.50,
21-March-2016,1183.78,1209.07,1182.50,1201.56,
22-March-2016,1203.72,1236.12,1198.57,1233.72,
23-March-2016,1237.40,1244.36,1226.60,1231.12,
28-March-2016,1230.91,1231.12,1169.90,1177.57,
29-March-2016,1179.37,1190.99,1172.93,1179.87,
30-March-2016,1186.54,1228.47,1186.54,1225.34,
31-March-2016,1226.56,1232.58,1216.14,1228.35,
1-April-2016,1226.66,1267.50,1223.81,1264.84,
4-April-2016,1269.14,1281.84,1252.94,1257.11,
5-April-2016,1245.68,1259.93,1218.36,1224.59,
6-April-2016,1226.71,1238.68,1219.70,1233.86,
7-April-2016,1233.97,1243.08,1223.41,1225.55,
8-April-2016,1223.67,1246.81,1222.17,1243.16,
11-April-2016,1244.86,1263.60,1244.50,1256.85,
12-April-2016,1259.45,1266.07,1253.54,1259.77,
13-April-2016,1267.17,1292.86,1267.17,1281.04,
18-April-2016,1283.12,1343.52,1274.60,1337.41,
20-April-2016,1334.46,1339.13,1323.54,1331.61,
21-April-2016,1333.78,1343.10,1308.22,1312.03,
22-April-2016,1307.27,1321.13,1302.51,1307.63,
25-April-2016,1307.21,1317.98,1295.72,1298.45,
26-April-2016,1295.05,1328.26,1294.51,1323.50,
27-April-2016,1322.61,1332.95,1316.47,1318.72,
28-April-2016,1322.27,1362.75,1322.07,1340.92,
29-April-2016,1340.72,1361.27,1324.64,1356.71,
2-May-2016,1351.86,1364.23,1337.99,1348.68,
3-May-2016,1351.30,1375.35,1348.45,1353.02,
4-May-2016,1352.39,1356.30,1316.27,1322.08,
5-May-2016,1324.36,1353.96,1316.53,1331.71,
6-May-2016,1330.27,1341.47,1314.27,1334.11,
9-May-2016,1338.75,1359.86,1338.75,1357.37,
10-May-2016,1359.03,1371.14,1353.80,1363.77,
11-May-2016,1345.94,1362.63,1341.08,1351.76,
12-May-2016,1358.97,1380.06,1351.77,1366.90,
13-May-2016,1367.51,1374.89,1331.37,1338.57,
16-May-2016,1338.84,1360.63,1327.62,1358.31,
17-May-2016,1362.09,1384.72,1362.09,1369.03,
18-May-2016,1365.87,1399.49,1357.02,1397.97,
19-May-2016,1399.59,1428.17,1383.91,1386.83,
20-May-2016,1388.05,1395.19,1363.26,1367.09,
23-May-2016,1371.34,1379.30,1351.71,1357.37,
24-May-2016,1355.72,1363.25,1333.68,1355.18,
25-May-2016,1367.86,1382.62,1367.86,1377.14,
26-May-2016,1381.28,1408.31,1373.90,1402.14,
27-May-2016,1407.31,1436.87,1407.31,1423.27,
30-May-2016,1427.21,1445.45,1406.00,1408.69,
31-May-2016,1412.92,1431.87,1396.80,1421.08,
1-June-2016,1421.40,1432.04,1411.41,1426.30,
2-June-2016,1425.48,1433.73,1414.16,1428.49,
3-June-2016,1433.48,1442.41,1404.43,1412.20,
6-June-2016,1416.96,1430.08,1414.73,1423.49,
7-June-2016,1428.87,1451.93,1423.76,1447.67,
8-June-2016,1450.18,1457.28,1442.19,1452.18,
9-June-2016,1452.46,1462.98,1445.36,1453.22,
10-June-2016,1451.98,1464.68,1434.66,1438.21,
13-June-2016,1430.61,1430.81,1407.04,1419.26,
14-June-2016,1428.69,1442.14,1426.69,1431.24,
15-June-2016,1436.51,1443.29,1431.11,1436.04,
16-June-2016,1436.24,1439.80,1410.52,1426.36,
17-June-2016,1440.46,1480.89,1436.96,1476.39,
20-June-2016,1471.79,1504.11,1468.03,1491.89,
21-June-2016,1494.45,1500.68,1478.87,1491.80,
22-June-2016,1497.71,1513.14,1485.28,1495.42,
23-June-2016,1491.83,1494.71,1463.55,1478.67,
24-June-2016,1431.79,1432.50,1377.02,1423.44,
27-June-2016,1420.85,1451.81,1417.36,1441.85,
28-June-2016,1440.32,1455.96,1437.81,1451.36,
29-June-2016,1470.46,1515.46,1470.46,1497.06,
30-June-2016,1507.37,1536.91,1507.37,1532.82,
1-July-2016,1541.21,1550.67,1535.75,1542.49,
4-July-2016,1543.99,1590.49,1543.99,1576.35,
5-July-2016,1577.12,1595.67,1558.45,1566.43,
7-July-2016,1570.56,1599.06,1565.16,1569.53,
8-July-2016,1579.46,1584.75,1556.18,1565.90,
11-July-2016,1582.61,1603.44,1582.61,1598.02,
12-July-2016,1598.93,1638.94,1597.76,1630.37,
13-July-2016,1634.67,1646.51,1567.72,1596.47,
14-July-2016,1590.35,1604.83,1578.61,1593.94,
15-July-2016,1597.71,1604.33,1583.51,1588.74,
18-July-2016,1589.05,1613.01,1562.77,1567.70,
19-July-2016,1570.86,1577.24,1545.79,1563.61,
20-July-2016,1569.16,1608.42,1565.03,1601.31,
21-July-2016,1599.46,1616.14,1584.11,1588.88,
22-July-2016,1588.39,1604.26,1578.15,1601.74,
25-July-2016,1600.05,1626.94,1597.01,1620.11,
26-July-2016,1620.86,1627.01,1595.76,1598.74,
27-July-2016,1606.23,1614.58,1584.38,1597.48,
28-July-2016,1604.63,1621.09,1600.00,1612.66,
29-July-2016,1614.86,1628.82,1604.30,1607.07,
1-August-2016,1610.24,1625.72,1581.57,1603.76,
2-August-2016,1607.06,1613.84,1578.38,1584.82,
3-August-2016,1583.45,1585.63,1542.36,1550.72,
4-August-2016,1560.52,1596.13,1544.58,1585.59,
5-August-2016,1591.21,1621.89,1591.21,1617.99,
8-August-2016,1625.42,1639.46,1619.48,1632.26,
9-August-2016,1633.28,1636.78,1613.62,1628.14,
10-August-2016,1629.25,1642.99,1589.85,1606.87,
11-August-2016,1613.95,1615.43,1574.96,1592.41,
12-August-2016,1594.75,1608.07,1581.84,1584.72,
16-August-2016,1582.06,1587.92,1560.66,1576.21,
17-August-2016,1581.00,1591.73,1573.13,1577.47,
18-August-2016,1579.48,1601.78,1578.09,1594.64,
19-August-2016,1596.62,1606.38,1579.82,1583.51,
22-August-2016,1590.27,1600.92,1577.90,1581.89,
23-August-2016,1579.30,1585.10,1570.08,1577.04,
24-August-2016,1577.53,1588.35,1575.29,1579.66,
25-August-2016,1581.33,1595.92,1564.93,1570.43,
26-August-2016,1573.51,1580.56,1550.51,1552.44,
29-August-2016,1549.24,1551.72,1534.16,1539.82,
30-August-2016,1539.26,1561.58,1533.37,1554.74,
31-August-2016,1562.40,1572.21,1536.48,1542.10,
1-September-2016,1541.91,1543.46,1502.88,1511.19,
2-September-2016,1511.89,1533.42,1508.25,1525.55,
6-September-2016,1538.87,1548.41,1538.67,1544.35,
7-September-2016,1546.36,1569.80,1542.56,1559.22,
8-September-2016,1564.01,1612.46,1563.93,1606.54,
9-September-2016,1609.97,1620.91,1583.84,1612.07,
12-September-2016,1579.90,1579.90,1522.73,1527.76,
14-September-2016,1528.23,1549.28,1524.80,1530.00,
15-September-2016,1531.95,1550.13,1522.39,1532.08,
16-September-2016,1539.90,1557.88,1526.06,1541.11,
19-September-2016,1546.14,1570.49,1532.45,1565.84,
20-September-2016,1571.86,1573.92,1529.26,1535.53,
21-September-2016,1539.69,1555.33,1532.77,1537.05,
22-September-2016,1548.94,1560.13,1544.97,1554.94,
23-September-2016,1563.22,1592.42,1560.36,1570.72,
26-September-2016,1566.99,1572.54,1535.04,1539.30,
27-September-2016,1542.94,1555.02,1532.23,1542.70,
28-September-2016,1542.11,1569.67,1541.87,1564.56,
29-September-2016,1572.94,1584.71,1459.44,1465.81,
30-September-2016,1468.86,1519.95,1464.60,1512.19,
3-October-2016,1521.37,1560.57,1521.31,1557.65,
4-October-2016,1563.45,1576.14,1554.23,1572.61,
5-October-2016,1581.17,1604.28,1570.21,1599.11,
6-October-2016,1603.03,1615.21,1565.19,1575.52,
7-October-2016,1575.99,1581.08,1564.92,1573.43,
10-October-2016,1577.35,1578.02,1550.75,1554.43,
13-October-2016,1551.73,1553.95,1498.12,1520.63,
14-October-2016,1520.09,1538.66,1516.13,1532.71,
17-October-2016,1534.06,1540.55,1503.94,1514.45,
18-October-2016,1517.54,1542.99,1517.54,1537.25,
19-October-2016,1536.49,1543.09,1520.26,1523.20,
20-October-2016,1522.69,1545.69,1521.99,1538.06,
21-October-2016,1541.63,1559.34,1540.52,1551.30,
24-October-2016,1556.05,1563.51,1543.94,1551.47,
25-October-2016,1553.25,1553.71,1538.03,1547.69,
26-October-2016,1545.05,1560.16,1530.86,1536.87,
27-October-2016,1536.47,1542.00,1515.93,1531.36,
28-October-2016,1529.18,1555.86,1528.69,1552.16,
30-October-2016,1565.14,1565.44,1553.44,1556.14,
1-November-2016,1557.07,1562.21,1543.36,1546.27,
2-November-2016,1537.20,1537.20,1508.31,1512.53,
3-November-2016,1511.17,1523.61,1490.56,1493.05,
4-November-2016,1495.12,1496.81,1446.60,1456.56,
7-November-2016,1469.48,1488.21,1468.89,1478.41,
8-November-2016,1480.83,1489.63,1465.82,1475.79,
9-November-2016,1344.44,1344.44,1232.23,1324.75,
10-November-2016,1340.60,1395.48,1335.50,1351.16,
11-November-2016,1326.24,1329.28,1282.02,1297.14,
15-November-2016,1302.42,1302.42,1223.95,1230.56,
16-November-2016,1239.92,1258.52,1215.07,1222.44,
17-November-2016,1222.47,1234.59,1206.86,1223.30,
18-November-2016,1226.89,1243.37,1214.38,1238.71,
21-November-2016,1245.95,1246.97,1174.62,1180.38,
22-November-2016,1183.48,1220.85,1162.60,1210.28,
23-November-2016,1221.29,1254.69,1212.25,1251.61,
24-November-2016,1239.75,1252.87,1230.59,1235.91,
25-November-2016,1242.18,1257.56,1233.83,1252.50,
28-November-2016,1248.64,1280.77,1246.94,1276.46,
29-November-2016,1276.31,1300.98,1276.08,1279.84,
30-November-2016,1282.44,1289.73,1272.97,1281.82,
1-December-2016,1284.77,1292.00,1263.38,1267.58,
2-December-2016,1255.82,1258.65,1245.13,1249.89,
5-December-2016,1249.10,1265.39,1239.66,1257.73,
6-December-2016,1267.13,1283.77,1265.37,1279.44,
7-December-2016,1282.52,1291.48,1254.50,1260.43,
8-December-2016,1270.72,1279.97,1255.79,1277.75,
9-December-2016,1281.06,1302.33,1277.61,1298.50,
12-December-2016,1300.75,1304.05,1287.06,1292.07,
13-December-2016,1297.30,1297.41,1274.48,1277.84,
14-December-2016,1280.96,1300.22,1279.00,1284.26,
15-December-2016,1278.34,1301.77,1272.66,1284.72,
16-December-2016,1285.35,1292.92,1277.52,1283.46,
19-December-2016,1287.18,1288.04,1270.66,1274.62,
20-December-2016,1278.86,1287.35,1267.10,1271.78,
21-December-2016,1272.72,1296.88,1271.43,1291.06,
22-December-2016,1288.49,1294.02,1275.81,1283.20,
23-December-2016,1281.37,1285.89,1267.71,1269.63,
26-December-2016,1264.00,1266.21,1219.84,1223.82,
27-December-2016,1209.90,1237.64,1195.51,1233.55,
28-December-2016,1233.87,1249.23,1226.95,1236.10,
29-December-2016,1233.89,1255.75,1230.25,1250.18,
30-December-2016,1252.04,1272.32,1250.69,1263.94,
2-January-2017,1283.12,1325.81,1283.12,1318.53,
3-January-2017,1325.67,1330.30,1315.05,1322.99,
4-January-2017,1325.31,1358.33,1324.12,1355.28,
5-January-2017,1361.62,1372.80,1356.86,1368.34,
6-January-2017,1366.59,1376.85,1353.58,1355.10,
9-January-2017,1353.94,1372.24,1351.46,1363.50,
10-January-2017,1366.80,1375.20,1355.08,1357.77,
11-January-2017,1359.71,1365.26,1356.86,1359.55,
12-January-2017,1362.16,1368.74,1354.94,1358.80,
13-January-2017,1361.04,1364.06,1346.35,1352.10,
